"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"RED_IZO";"IČO";"Zřizovatel";"Území";"ORP";"Plný název";"Zkrácený název";"Ulice";"č.p.";"č.or.";"č.obce";"PSČ";"Místo";"Telefon";"Fax";"Email 1";"Email 2";"WWW";"Ředitel";"IZO";"Typ";"Druh/typ";"Ulice";"č.p.";"č.or.";"č.obce";"PSČ";"Místo";"Kapacita"
"600024903";"62073079";"1";"CZ0621";"6202";"Výchovný ústav a střední škola, Olešnice na Moravě, Trpínská 317";"Výchovný ústav a střední škola";"Trpínská";"317";"";"Olešnice";"67974";"Olešnice";"516 463 109";"516 428 291";"vu@vuolesnice.cz";"";"www.vuolesnice.cz";"Mgr. František Dostál";"102104603";"J13";"Výchovný ústav";"Trpínská";"317";"";"Olešnice";"67974";"Olešnice";"36"
"600024903";"62073079";"1";"CZ0621";"6202";"Výchovný ústav a střední škola, Olešnice na Moravě, Trpínská 317";"Výchovný ústav a střední škola";"Trpínská";"317";"";"Olešnice";"67974";"Olešnice";"516 463 109";"516 428 291";"vu@vuolesnice.cz";"";"www.vuolesnice.cz";"Mgr. František Dostál";"103167790";"L11";"Školní jídelna";"Trpínská";"317";"";"Olešnice";"67974";"Olešnice";"130"
"600024997";"62160095";"7";"CZ0622";"6203";"Mateřská škola speciální, Základní škola speciální a Praktická škola Elpis Brno, příspěvková organizace";"MŠ speciální, ZŠ speciální a PrŠ Elpis";"Koperníkova";"803";"2";"Židenice";"61500";"Brno";"545 245 630";"545 244 946";"elpis@telecom.cz";"";"www.skolaelpis.cz";"PaedDr. Věra Havlíčková";"62160095";"A00";"Mateřská škola";"Františky Skaunicové";"66";"17";"Židenice";"61500";"Brno";"12"
"600024997";"62160095";"7";"CZ0622";"6203";"Mateřská škola speciální, Základní škola speciální a Praktická škola Elpis Brno, příspěvková organizace";"MŠ speciální, ZŠ speciální a PrŠ Elpis";"Koperníkova";"803";"2";"Židenice";"61500";"Brno";"545 245 630";"545 244 946";"elpis@telecom.cz";"";"www.skolaelpis.cz";"PaedDr. Věra Havlíčková";"110023196";"B00";"Základní škola";"Koperníkova";"803";"2";"Židenice";"61500";"Brno";"76"
"600024997";"62160095";"7";"CZ0622";"6203";"Mateřská škola speciální, Základní škola speciální a Praktická škola Elpis Brno, příspěvková organizace";"MŠ speciální, ZŠ speciální a PrŠ Elpis";"Koperníkova";"803";"2";"Židenice";"61500";"Brno";"545 245 630";"545 244 946";"elpis@telecom.cz";"";"www.skolaelpis.cz";"PaedDr. Věra Havlíčková";"150020091";"C00";"Střední škola";"Koperníkova";"803";"2";"Židenice";"61500";"Brno";"12"
"600024997";"62160095";"7";"CZ0622";"6203";"Mateřská škola speciální, Základní škola speciální a Praktická škola Elpis Brno, příspěvková organizace";"MŠ speciální, ZŠ speciální a PrŠ Elpis";"Koperníkova";"803";"2";"Židenice";"61500";"Brno";"545 245 630";"545 244 946";"elpis@telecom.cz";"";"www.skolaelpis.cz";"PaedDr. Věra Havlíčková";"110023218";"G21";"Školní družina";"Františky Skaunicové";"66";"17";"Židenice";"61500";"Brno";"66"
"600024997";"62160095";"7";"CZ0622";"6203";"Mateřská škola speciální, Základní škola speciální a Praktická škola Elpis Brno, příspěvková organizace";"MŠ speciální, ZŠ speciální a PrŠ Elpis";"Koperníkova";"803";"2";"Židenice";"61500";"Brno";"545 245 630";"545 244 946";"elpis@telecom.cz";"";"www.skolaelpis.cz";"PaedDr. Věra Havlíčková";"110023226";"H21";"Internát";"Koperníkova";"803";"2";"Židenice";"61500";"Brno";"35"
"600024997";"62160095";"7";"CZ0622";"6203";"Mateřská škola speciální, Základní škola speciální a Praktická škola Elpis Brno, příspěvková organizace";"MŠ speciální, ZŠ speciální a PrŠ Elpis";"Koperníkova";"803";"2";"Židenice";"61500";"Brno";"545 245 630";"545 244 946";"elpis@telecom.cz";"";"www.skolaelpis.cz";"PaedDr. Věra Havlíčková";"110023200";"L11";"Školní jídelna";"Koperníkova";"803";"2";"Židenice";"61500";"Brno";"150"
"600025055";"567213";"7";"CZ0622";"6203";"Odborné učiliště a Praktická škola Brno, příspěvková organizace";"Odborné učiliště a Praktická škola";"Lomená";"530";"44";"Komárov";"61700";"Brno";"545 233 110";"545 233 110";"sekretariat@oupslomena.cz";"";"";"Ing. Ladislav Hochman";"110025857";"C00";"Střední škola";"Lomená";"530";"44";"Komárov";"61700";"Brno";"448"
"600025055";"567213";"7";"CZ0622";"6203";"Odborné učiliště a Praktická škola Brno, příspěvková organizace";"Odborné učiliště a Praktická škola";"Lomená";"530";"44";"Komárov";"61700";"Brno";"545 233 110";"545 233 110";"sekretariat@oupslomena.cz";"";"";"Ing. Ladislav Hochman";"110250036";"H22";"Domov mládeže";"Lomená";"530";"44";"Komárov";"61700";"Brno";"200"
"600025055";"567213";"7";"CZ0622";"6203";"Odborné učiliště a Praktická škola Brno, příspěvková organizace";"Odborné učiliště a Praktická škola";"Lomená";"530";"44";"Komárov";"61700";"Brno";"545 233 110";"545 233 110";"sekretariat@oupslomena.cz";"";"";"Ing. Ladislav Hochman";"110250044";"L11";"Školní jídelna";"Lomená";"530";"44";"Komárov";"61700";"Brno";"2600"
"600025276";"70839034";"7";"CZ0624";"6207";"Základní škola a Praktická škola Hustopeče, příspěvková organizace";"Základní škola a Praktická škola";"Šafaříkova";"999";"24";"Hustopeče";"69301";"Hustopeče";"519 412 659";"519 412 659";"info@skolahustopece.cz";"";"skolahustopece.cz";"Mgr. Blanka Vetýšková";"102255903";"B00";"Základní škola";"Šafaříkova";"999";"24";"Hustopeče";"69301";"Hustopeče";"118"
"600025276";"70839034";"7";"CZ0624";"6207";"Základní škola a Praktická škola Hustopeče, příspěvková organizace";"Základní škola a Praktická škola";"Šafaříkova";"999";"24";"Hustopeče";"69301";"Hustopeče";"519 412 659";"519 412 659";"info@skolahustopece.cz";"";"skolahustopece.cz";"Mgr. Blanka Vetýšková";"150045395";"C00";"Střední škola";"Šafaříkova";"999";"24";"Hustopeče";"69301";"Hustopeče";"10"
"600025276";"70839034";"7";"CZ0624";"6207";"Základní škola a Praktická škola Hustopeče, příspěvková organizace";"Základní škola a Praktická škola";"Šafaříkova";"999";"24";"Hustopeče";"69301";"Hustopeče";"519 412 659";"519 412 659";"info@skolahustopece.cz";"";"skolahustopece.cz";"Mgr. Blanka Vetýšková";"110004183";"G21";"Školní družina";"Šafaříkova";"999";"24";"Hustopeče";"69301";"Hustopeče";"20"
"600025276";"70839034";"7";"CZ0624";"6207";"Základní škola a Praktická škola Hustopeče, příspěvková organizace";"Základní škola a Praktická škola";"Šafaříkova";"999";"24";"Hustopeče";"69301";"Hustopeče";"519 412 659";"519 412 659";"info@skolahustopece.cz";"";"skolahustopece.cz";"Mgr. Blanka Vetýšková";"150023677";"G22";"Školní klub";"Šafaříkova";"999";"24";"Hustopeče";"69301";"Hustopeče";"20"
"600025314";"61716464";"7";"CZ0724";"7213";"Dětský domov, Mateřská škola, Základní škola a Praktická škola Zlín";"DD, MŠ, ZŠ a PrŠ Zlín";"Lazy VI";"3695";"";"Zlín";"76001";"Zlín";"577 210 472";"577 210 472";"ddskolyzlin@ddskolyzlin.cz";"";"ddskolyzlin.cz";"Mgr. Jana Gavendová";"102319600";"A00";"MŠ pro zrak. postižené";"Obeciny I";"3583";"";"Zlín";"76001";"Zlín";"24"
"600025314";"61716464";"7";"CZ0724";"7213";"Dětský domov, Mateřská škola, Základní škola a Praktická škola Zlín";"DD, MŠ, ZŠ a PrŠ Zlín";"Lazy VI";"3695";"";"Zlín";"76001";"Zlín";"577 210 472";"577 210 472";"ddskolyzlin@ddskolyzlin.cz";"";"ddskolyzlin.cz";"Mgr. Jana Gavendová";"103031464";"B00";"Základní škola";"Lazy VI";"3695";"";"Zlín";"76001";"Zlín";"70"
"600025314";"61716464";"7";"CZ0724";"7213";"Dětský domov, Mateřská škola, Základní škola a Praktická škola Zlín";"DD, MŠ, ZŠ a PrŠ Zlín";"Lazy VI";"3695";"";"Zlín";"76001";"Zlín";"577 210 472";"577 210 472";"ddskolyzlin@ddskolyzlin.cz";"";"ddskolyzlin.cz";"Mgr. Jana Gavendová";"110500644";"C00";"Střední škola";"Lazy VI";"3695";"";"Zlín";"76001";"Zlín";"10"
"600025314";"61716464";"7";"CZ0724";"7213";"Dětský domov, Mateřská škola, Základní škola a Praktická škola Zlín";"DD, MŠ, ZŠ a PrŠ Zlín";"Lazy VI";"3695";"";"Zlín";"76001";"Zlín";"577 210 472";"577 210 472";"ddskolyzlin@ddskolyzlin.cz";"";"ddskolyzlin.cz";"Mgr. Jana Gavendová";"110004272";"G21";"Školní družina";"Lazy VI";"3695";"";"Zlín";"76001";"Zlín";"30"
"600025314";"61716464";"7";"CZ0724";"7213";"Dětský domov, Mateřská škola, Základní škola a Praktická škola Zlín";"DD, MŠ, ZŠ a PrŠ Zlín";"Lazy VI";"3695";"";"Zlín";"76001";"Zlín";"577 210 472";"577 210 472";"ddskolyzlin@ddskolyzlin.cz";"";"ddskolyzlin.cz";"Mgr. Jana Gavendová";"110004264";"H21";"Internát";"Lazy VI";"3695";"";"Zlín";"76001";"Zlín";"16"
"600025314";"61716464";"7";"CZ0724";"7213";"Dětský domov, Mateřská škola, Základní škola a Praktická škola Zlín";"DD, MŠ, ZŠ a PrŠ Zlín";"Lazy VI";"3695";"";"Zlín";"76001";"Zlín";"577 210 472";"577 210 472";"ddskolyzlin@ddskolyzlin.cz";"";"ddskolyzlin.cz";"Mgr. Jana Gavendová";"150070462";"J11";"Dětský domov";"Lazy VI";"3695";"";"Zlín";"76001";"Zlín";"16"
"600025314";"61716464";"7";"CZ0724";"7213";"Dětský domov, Mateřská škola, Základní škola a Praktická škola Zlín";"DD, MŠ, ZŠ a PrŠ Zlín";"Lazy VI";"3695";"";"Zlín";"76001";"Zlín";"577 210 472";"577 210 472";"ddskolyzlin@ddskolyzlin.cz";"";"ddskolyzlin.cz";"Mgr. Jana Gavendová";"108011186";"K20";"Speciálně pedag. centrum";"Lazy VI";"3695";"";"Zlín";"76001";"Zlín";"500"
"600025314";"61716464";"7";"CZ0724";"7213";"Dětský domov, Mateřská škola, Základní škola a Praktická škola Zlín";"DD, MŠ, ZŠ a PrŠ Zlín";"Lazy VI";"3695";"";"Zlín";"76001";"Zlín";"577 210 472";"577 210 472";"ddskolyzlin@ddskolyzlin.cz";"";"ddskolyzlin.cz";"Mgr. Jana Gavendová";"103191216";"L11";"Školní jídelna";"Lazy VI";"3695";"";"Zlín";"76001";"Zlín";"135"
"600025314";"61716464";"7";"CZ0724";"7213";"Dětský domov, Mateřská škola, Základní škola a Praktická škola Zlín";"DD, MŠ, ZŠ a PrŠ Zlín";"Lazy VI";"3695";"";"Zlín";"76001";"Zlín";"577 210 472";"577 210 472";"ddskolyzlin@ddskolyzlin.cz";"";"ddskolyzlin.cz";"Mgr. Jana Gavendová";"110500652";"M60";"Příprav.stupeň zákl.školy speciální";"Lazy VI";"3695";"";"Zlín";"76001";"Zlín";"12"
"600025390";"61716634";"7";"CZ0724";"7209";"Dětský domov, Základní škola a Praktická škola Valašské Klobouky";"DD, ZŠ a PrŠ Valašské Klobouky";"";"16";"";"Smolina";"76601";"Valašské Klobouky";"577 008 760";"není";"dd.smolina@seznam.cz";"";"http://www.ddsmolina.cz";"Mgr, Josef Fusek";"110023609";"B00";"Základní škola";"";"16";"";"Smolina";"76601";"Valašské Klobouky";"70"
"600025390";"61716634";"7";"CZ0724";"7209";"Dětský domov, Základní škola a Praktická škola Valašské Klobouky";"DD, ZŠ a PrŠ Valašské Klobouky";"";"16";"";"Smolina";"76601";"Valašské Klobouky";"577 008 760";"není";"dd.smolina@seznam.cz";"";"http://www.ddsmolina.cz";"Mgr, Josef Fusek";"110023617";"C00";"Střední škola";"";"16";"";"Smolina";"76601";"Valašské Klobouky";"10"
"600025390";"61716634";"7";"CZ0724";"7209";"Dětský domov, Základní škola a Praktická škola Valašské Klobouky";"DD, ZŠ a PrŠ Valašské Klobouky";"";"16";"";"Smolina";"76601";"Valašské Klobouky";"577 008 760";"není";"dd.smolina@seznam.cz";"";"http://www.ddsmolina.cz";"Mgr, Josef Fusek";"110023625";"G21";"Školní družina";"";"16";"";"Smolina";"76601";"Valašské Klobouky";"35"
"600025390";"61716634";"7";"CZ0724";"7209";"Dětský domov, Základní škola a Praktická škola Valašské Klobouky";"DD, ZŠ a PrŠ Valašské Klobouky";"";"16";"";"Smolina";"76601";"Valašské Klobouky";"577 008 760";"není";"dd.smolina@seznam.cz";"";"http://www.ddsmolina.cz";"Mgr, Josef Fusek";"181014351";"H21";"Internát";"";"16";"";"Smolina";"76601";"Valašské Klobouky";"6"
"600025390";"61716634";"7";"CZ0724";"7209";"Dětský domov, Základní škola a Praktická škola Valašské Klobouky";"DD, ZŠ a PrŠ Valašské Klobouky";"";"16";"";"Smolina";"76601";"Valašské Klobouky";"577 008 760";"není";"dd.smolina@seznam.cz";"";"http://www.ddsmolina.cz";"Mgr, Josef Fusek";"110023587";"J11";"Dětský domov";"";"16";"";"Smolina";"76601";"Valašské Klobouky";"40"
"600025390";"61716634";"7";"CZ0724";"7209";"Dětský domov, Základní škola a Praktická škola Valašské Klobouky";"DD, ZŠ a PrŠ Valašské Klobouky";"";"16";"";"Smolina";"76601";"Valašské Klobouky";"577 008 760";"není";"dd.smolina@seznam.cz";"";"http://www.ddsmolina.cz";"Mgr, Josef Fusek";"110023633";"L11";"Školní jídelna";"";"16";"";"Smolina";"76601";"Valašské Klobouky";"60"
"600025438";"69651914";"7";"CZ0625";"6210";"Základní škola speciální, Praktická škola a Dětský domov Vřesovice, příspěvková organizace";"ZŠ spec., PrŠ a Dětský domov";"";"243";"";"Vřesovice";"69648";"Vřesovice";"518 626 343";"518 699 662";"info@skolavresovice.cz";"";"www.skolavresovice.cz";"Mgr. Alena Kolajová";"103031715";"B00";"Základní škola";"";"243";"";"Vřesovice";"69648";"Vřesovice";"50"
"600025438";"69651914";"7";"CZ0625";"6210";"Základní škola speciální, Praktická škola a Dětský domov Vřesovice, příspěvková organizace";"ZŠ spec., PrŠ a Dětský domov";"";"243";"";"Vřesovice";"69648";"Vřesovice";"518 626 343";"518 699 662";"info@skolavresovice.cz";"";"www.skolavresovice.cz";"Mgr. Alena Kolajová";"110250907";"C00";"Střední škola";"";"243";"";"Vřesovice";"69648";"Vřesovice";"24"
"600025438";"69651914";"7";"CZ0625";"6210";"Základní škola speciální, Praktická škola a Dětský domov Vřesovice, příspěvková organizace";"ZŠ spec., PrŠ a Dětský domov";"";"243";"";"Vřesovice";"69648";"Vřesovice";"518 626 343";"518 699 662";"info@skolavresovice.cz";"";"www.skolavresovice.cz";"Mgr. Alena Kolajová";"150070667";"G21";"Školní družina";"";"243";"";"Vřesovice";"69648";"Vřesovice";"15"
"600025438";"69651914";"7";"CZ0625";"6210";"Základní škola speciální, Praktická škola a Dětský domov Vřesovice, příspěvková organizace";"ZŠ spec., PrŠ a Dětský domov";"";"243";"";"Vřesovice";"69648";"Vřesovice";"518 626 343";"518 699 662";"info@skolavresovice.cz";"";"www.skolavresovice.cz";"Mgr. Alena Kolajová";"110004507";"H21";"Internát";"";"243";"";"Vřesovice";"69648";"Vřesovice";"18"
"600025438";"69651914";"7";"CZ0625";"6210";"Základní škola speciální, Praktická škola a Dětský domov Vřesovice, příspěvková organizace";"ZŠ spec., PrŠ a Dětský domov";"";"243";"";"Vřesovice";"69648";"Vřesovice";"518 626 343";"518 699 662";"info@skolavresovice.cz";"";"www.skolavresovice.cz";"Mgr. Alena Kolajová";"150070659";"J11";"Dětský domov";"";"243";"";"Vřesovice";"69648";"Vřesovice";"34"
"600025438";"69651914";"7";"CZ0625";"6210";"Základní škola speciální, Praktická škola a Dětský domov Vřesovice, příspěvková organizace";"ZŠ spec., PrŠ a Dětský domov";"";"243";"";"Vřesovice";"69648";"Vřesovice";"518 626 343";"518 699 662";"info@skolavresovice.cz";"";"www.skolavresovice.cz";"Mgr. Alena Kolajová";"103191348";"L11";"Školní jídelna";"";"243";"";"Vřesovice";"69648";"Vřesovice";"120"
"600025446";"70284831";"7";"CZ0625";"6206";"Mateřská škola, základní škola a praktická škola Hodonín, náměstí B. Martinů, příspěvková organizace";"Mat. škola, základ. škola a prakt. škola";"nám. B. Martinů";"2952";"5";"Hodonín";"69501";"Hodonín";"518 352 895";"518 352 895";"zvs.hodonin@ho.orgman.cz";"";"";"Mgr. Hana Jurečková";"110004451";"A00";"Mateřská škola";"Purkyňova";"2731";"11";"Hodonín";"69501";"Hodonín";"20"
"600025446";"70284831";"7";"CZ0625";"6206";"Mateřská škola, základní škola a praktická škola Hodonín, náměstí B. Martinů, příspěvková organizace";"Mat. škola, základ. škola a prakt. škola";"nám. B. Martinů";"2952";"5";"Hodonín";"69501";"Hodonín";"518 352 895";"518 352 895";"zvs.hodonin@ho.orgman.cz";"";"";"Mgr. Hana Jurečková";"102391874";"B00";"Základní škola";"nám. B. Martinů";"2952";"5";"Hodonín";"69501";"Hodonín";"216"
"600025446";"70284831";"7";"CZ0625";"6206";"Mateřská škola, základní škola a praktická škola Hodonín, náměstí B. Martinů, příspěvková organizace";"Mat. škola, základ. škola a prakt. škola";"nám. B. Martinů";"2952";"5";"Hodonín";"69501";"Hodonín";"518 352 895";"518 352 895";"zvs.hodonin@ho.orgman.cz";"";"";"Mgr. Hana Jurečková";"181079704";"C00";"Střední škola";"nám. B. Martinů";"2952";"5";"Hodonín";"69501";"Hodonín";"14"
"600025446";"70284831";"7";"CZ0625";"6206";"Mateřská škola, základní škola a praktická škola Hodonín, náměstí B. Martinů, příspěvková organizace";"Mat. škola, základ. škola a prakt. škola";"nám. B. Martinů";"2952";"5";"Hodonín";"69501";"Hodonín";"518 352 895";"518 352 895";"zvs.hodonin@ho.orgman.cz";"";"";"Mgr. Hana Jurečková";"110004442";"G21";"Školní družina";"nám. B. Martinů";"2952";"5";"Hodonín";"69501";"Hodonín";"27"
"600025446";"70284831";"7";"CZ0625";"6206";"Mateřská škola, základní škola a praktická škola Hodonín, náměstí B. Martinů, příspěvková organizace";"Mat. škola, základ. škola a prakt. škola";"nám. B. Martinů";"2952";"5";"Hodonín";"69501";"Hodonín";"518 352 895";"518 352 895";"zvs.hodonin@ho.orgman.cz";"";"";"Mgr. Hana Jurečková";"103619429";"L11";"Školní jídelna";"nám. B. Martinů";"2952";"5";"Hodonín";"69501";"Hodonín";"350"
"600025471";"70840385";"7";"CZ0625";"6218";"Základní škola a praktická škola Veselí nad Moravou, příspěvková organizace";"Základní škola a praktická škola";"Kollárova";"1045";"";"Veselí nad Moravou";"69801";"Veselí nad Moravou";"518 322 216";"518 322 216";"zvskolaveseli@mybox.cz";"";"";"Mgr. Jitka Kolůchová";"102391921";"B00";"Základní škola";"Kollárova";"1045";"";"Veselí nad Moravou";"69801";"Veselí nad Moravou";"135"
"600025471";"70840385";"7";"CZ0625";"6218";"Základní škola a praktická škola Veselí nad Moravou, příspěvková organizace";"Základní škola a praktická škola";"Kollárova";"1045";"";"Veselí nad Moravou";"69801";"Veselí nad Moravou";"518 322 216";"518 322 216";"zvskolaveseli@mybox.cz";"";"";"Mgr. Jitka Kolůchová";"181077728";"C00";"Střední škola";"Kollárova";"1045";"";"Veselí nad Moravou";"69801";"Veselí nad Moravou";"14"
"600025471";"70840385";"7";"CZ0625";"6218";"Základní škola a praktická škola Veselí nad Moravou, příspěvková organizace";"Základní škola a praktická škola";"Kollárova";"1045";"";"Veselí nad Moravou";"69801";"Veselí nad Moravou";"518 322 216";"518 322 216";"zvskolaveseli@mybox.cz";"";"";"Mgr. Jitka Kolůchová";"110004515";"G21";"Školní družina";"Kollárova";"1045";"";"Veselí nad Moravou";"69801";"Veselí nad Moravou";"30"
"600025471";"70840385";"7";"CZ0625";"6218";"Základní škola a praktická škola Veselí nad Moravou, příspěvková organizace";"Základní škola a praktická škola";"Kollárova";"1045";"";"Veselí nad Moravou";"69801";"Veselí nad Moravou";"518 322 216";"518 322 216";"zvskolaveseli@mybox.cz";"";"";"Mgr. Jitka Kolůchová";"150077211";"L13";"Školní jídelna - výdejna";"Kollárova";"1045";"";"Veselí nad Moravou";"69801";"Veselí nad Moravou";"120"
"600025641";"47921374";"7";"CZ0713";"7108";"Střední škola, Základní škola a Mateřská škola Prostějov, Komenského 10";"Střední škola, ZŠ a MŠ";"Komenského";"80";"10";"Prostějov";"79601";"Prostějov";"582 346 868";"582 345 892";"specskoly@pvskoly.cz";"";"www.sezampv.cz";"Radim Janáček";"103019677";"A00";"Mateřská škola";"Stanislava Manharda";"1349";"30";"Prostějov";"79601";"Prostějov";"75"
"600025641";"47921374";"7";"CZ0713";"7108";"Střední škola, Základní škola a Mateřská škola Prostějov, Komenského 10";"Střední škola, ZŠ a MŠ";"Komenského";"80";"10";"Prostějov";"79601";"Prostějov";"582 346 868";"582 345 892";"specskoly@pvskoly.cz";"";"www.sezampv.cz";"Radim Janáček";"102591857";"B00";"Základní škola";"Komenského";"80";"10";"Prostějov";"79601";"Prostějov";"236"
"600025641";"47921374";"7";"CZ0713";"7108";"Střední škola, Základní škola a Mateřská škola Prostějov, Komenského 10";"Střední škola, ZŠ a MŠ";"Komenského";"80";"10";"Prostějov";"79601";"Prostějov";"582 346 868";"582 345 892";"specskoly@pvskoly.cz";"";"www.sezampv.cz";"Radim Janáček";"840122";"C00";"Střední škola";"Komenského";"80";"10";"Prostějov";"79601";"Prostějov";"154"
"600025641";"47921374";"7";"CZ0713";"7108";"Střední škola, Základní škola a Mateřská škola Prostějov, Komenského 10";"Střední škola, ZŠ a MŠ";"Komenského";"80";"10";"Prostějov";"79601";"Prostějov";"582 346 868";"582 345 892";"specskoly@pvskoly.cz";"";"www.sezampv.cz";"Radim Janáček";"110022238";"G21";"Školní družina";"Komenského";"80";"10";"Prostějov";"79601";"Prostějov";"66"
"600025641";"47921374";"7";"CZ0713";"7108";"Střední škola, Základní škola a Mateřská škola Prostějov, Komenského 10";"Střední škola, ZŠ a MŠ";"Komenského";"80";"10";"Prostějov";"79601";"Prostějov";"582 346 868";"582 345 892";"specskoly@pvskoly.cz";"";"www.sezampv.cz";"Radim Janáček";"110022246";"H21";"Internát";"Tetín";"1504";"7";"Prostějov";"79601";"Prostějov";"36"
"600025641";"47921374";"7";"CZ0713";"7108";"Střední škola, Základní škola a Mateřská škola Prostějov, Komenského 10";"Střední škola, ZŠ a MŠ";"Komenského";"80";"10";"Prostějov";"79601";"Prostějov";"582 346 868";"582 345 892";"specskoly@pvskoly.cz";"";"www.sezampv.cz";"Radim Janáček";"150069243";"L13";"Školní jídelna - výdejna";"Stanislava Manharda";"1349";"30";"Prostějov";"79601";"Prostějov";"95"
"600025667";"25342924";"5";"CZ0713";"7108";"Střední škola, základní škola a mateřská škola JISTOTA, o.p.s.";"SŠ, ZŠ a MŠ JISTOTA, o.p.s.";"Tetín";"1506";"1";"Prostějov";"79601";"Prostějov";"582 360 007";"582 360 007";"pvtetin@pvtetin.cz";"turkova@pvtetin.cz";"www.pvtetin.cz";"PhDr. Marie Turková";"44053991";"A00";"Mateřská škola";"Tetín";"1506";"1";"Prostějov";"79601";"Prostějov";"5"
"600025667";"25342924";"5";"CZ0713";"7108";"Střední škola, základní škola a mateřská škola JISTOTA, o.p.s.";"SŠ, ZŠ a MŠ JISTOTA, o.p.s.";"Tetín";"1506";"1";"Prostějov";"79601";"Prostějov";"582 360 007";"582 360 007";"pvtetin@pvtetin.cz";"turkova@pvtetin.cz";"www.pvtetin.cz";"PhDr. Marie Turková";"110008545";"B00";"Základní škola";"Tetín";"1506";"1";"Prostějov";"79601";"Prostějov";"56"
"600025667";"25342924";"5";"CZ0713";"7108";"Střední škola, základní škola a mateřská škola JISTOTA, o.p.s.";"SŠ, ZŠ a MŠ JISTOTA, o.p.s.";"Tetín";"1506";"1";"Prostějov";"79601";"Prostějov";"582 360 007";"582 360 007";"pvtetin@pvtetin.cz";"turkova@pvtetin.cz";"www.pvtetin.cz";"PhDr. Marie Turková";"151037639";"C00";"Střední škola";"";"80";"";"Výšovice";"79809";"Výšovice";"18"
"600025667";"25342924";"5";"CZ0713";"7108";"Střední škola, základní škola a mateřská škola JISTOTA, o.p.s.";"SŠ, ZŠ a MŠ JISTOTA, o.p.s.";"Tetín";"1506";"1";"Prostějov";"79601";"Prostějov";"582 360 007";"582 360 007";"pvtetin@pvtetin.cz";"turkova@pvtetin.cz";"www.pvtetin.cz";"PhDr. Marie Turková";"150069162";"G21";"Školní družina";"Tetín";"1506";"1";"Prostějov";"79601";"Prostějov";"18"
"600025667";"25342924";"5";"CZ0713";"7108";"Střední škola, základní škola a mateřská škola JISTOTA, o.p.s.";"SŠ, ZŠ a MŠ JISTOTA, o.p.s.";"Tetín";"1506";"1";"Prostějov";"79601";"Prostějov";"582 360 007";"582 360 007";"pvtetin@pvtetin.cz";"turkova@pvtetin.cz";"www.pvtetin.cz";"PhDr. Marie Turková";"150069154";"L13";"Školní jídelna - výdejna";"Tetín";"1506";"1";"Prostějov";"79601";"Prostějov";"120"
"600025691";"60418494";"7";"CZ0614";"6106";"Základní škola a Praktická škola Moravské Budějovice, Dobrovského 11";"Základní škola a Praktická škola";"Dobrovského";"11";"";"Moravské Budějovice";"67602";"Moravské Budějovice";"568 421 805";"568 420 085";"zv.skola@tiscali.cz";"zvermi@tiscali.cz";"www.specmb.cz";"Mgr. Miroslava Zvěřinová";"47443812";"B00";"Základní škola";"Dobrovského";"11";"";"Moravské Budějovice";"67602";"Moravské Budějovice";"132"
"600025691";"60418494";"7";"CZ0614";"6106";"Základní škola a Praktická škola Moravské Budějovice, Dobrovského 11";"Základní škola a Praktická škola";"Dobrovského";"11";"";"Moravské Budějovice";"67602";"Moravské Budějovice";"568 421 805";"568 420 085";"zv.skola@tiscali.cz";"zvermi@tiscali.cz";"www.specmb.cz";"Mgr. Miroslava Zvěřinová";"181025001";"C00";"Střední škola";"Dobrovského";"11";"";"Moravské Budějovice";"67602";"Moravské Budějovice";"10"
"600025691";"60418494";"7";"CZ0614";"6106";"Základní škola a Praktická škola Moravské Budějovice, Dobrovského 11";"Základní škola a Praktická škola";"Dobrovského";"11";"";"Moravské Budějovice";"67602";"Moravské Budějovice";"568 421 805";"568 420 085";"zv.skola@tiscali.cz";"zvermi@tiscali.cz";"www.specmb.cz";"Mgr. Miroslava Zvěřinová";"110250966";"G21";"Školní družina";"Dobrovského";"11";"";"Moravské Budějovice";"67602";"Moravské Budějovice";"18"
"600025811";"70843082";"7";"CZ0626";"6219";"Mateřská škola, Základní škola a Střední škola Vyškov, příspěvková organizace";"MŠ, ZŠ, SŠ a DD";"Sídliště Osvobození";"681";"55";"Dědice";"68201";"Vyškov";"517 348 909";"517 348 909";"specsvyskov@quick.cz";"";"";"Mgr. Olga Gabrielová";"110551320";"A00";"Mateřská škola";"Purkyňova";"235";"36";"Nosálovice";"68201";"Vyškov";"43"
"600025811";"70843082";"7";"CZ0626";"6219";"Mateřská škola, Základní škola a Střední škola Vyškov, příspěvková organizace";"MŠ, ZŠ, SŠ a DD";"Sídliště Osvobození";"681";"55";"Dědice";"68201";"Vyškov";"517 348 909";"517 348 909";"specsvyskov@quick.cz";"";"";"Mgr. Olga Gabrielová";"110005201";"B00";"Základní škola";"Sídliště Osvobození";"681";"55";"Dědice";"68201";"Vyškov";"219"
